"","size","size","dist","test","p.value","z","type"
"15970",30,30,"Gamma","ad.test",0.484566492455691,0.47,"SU"
"15971",30,30,"Uniform","energy.test",0.575757575757576,0.47,"SU"
"15972",30,30,"t","cvm.test",0.594469479053404,0.46,"SU"
"15973",30,30,"Log-normal","lillie.test",0.628901071218972,0.45,"SU"
"15974",30,30,"Gamma","pearson.test",0.771466850762913,0.44,"SB"
"15975",30,30,"Uniform","sf.test",0.522401899034082,0.48,"SU"
"15976",30,30,"t","jarque.test",0.789818650812778,0.66,"SB"
"15977",30,30,"Log-normal","shapiro.test",0.996688574006915,0.33,"SU"
"15978",30,30,"Gamma","ad.test",0.985750875095845,0.33,"SU"
"15979",30,30,"Uniform","energy.test",1,0.33,"SU"
"15980",30,30,"t","cvm.test",0.992181775611934,0.33,"SU"
"15981",30,30,"Log-normal","lillie.test",0.997328906880522,0.34,"SU"
"15982",30,30,"Gamma","pearson.test",0.967761706140649,0.33,"SU"
"15983",30,30,"Uniform","sf.test",0.965192645507283,0.31,"SU"
"15984",30,30,"t","jarque.test",0.938972739276066,0.33,"SU"
"15985",30,30,"Log-normal","shapiro.test",0.723377901933825,0.77,"SU"
"15986",30,30,"Gamma","ad.test",0.729589888886466,0.73,"SU"
"15987",30,30,"Uniform","energy.test",0.868686868686869,1.14,"SL"
"15988",30,30,"t","cvm.test",0.84536869277749,0.72,"SU"
"15989",30,30,"Log-normal","lillie.test",0.809505027943582,0.82,"SL"
"15990",30,30,"Gamma","pearson.test",0.91688412025399,NA,NA
"15991",30,30,"Uniform","sf.test",0.488238119653392,0.83,"SL"
"15992",30,30,"t","jarque.test",0.955821871251533,0.83,"SL"
"15993",30,30,"Log-normal","shapiro.test",0.833818359701288,0.72,"SU"
"15994",30,30,"Gamma","ad.test",0.753207508613436,0.69,"SU"
"15995",30,30,"Uniform","energy.test",0.828282828282828,0.7,"SU"
"15996",30,30,"t","cvm.test",0.885548252969077,0.67,"SU"
"15997",30,30,"Log-normal","lillie.test",0.744497226411885,0.68,"SU"
"15998",30,30,"Gamma","pearson.test",0.530383430422286,0.66,"SU"
"15999",30,30,"Uniform","sf.test",0.502535808306414,0.73,"SU"
"16000",30,30,"t","jarque.test",0.95647906743921,0.73,"SU"
"16001",40,40,"Log-normal","shapiro.test",0.646490591646813,0.86,"SL"
"16002",40,40,"Gamma","ad.test",0.356159427513684,0.69,"SB"
"16003",40,40,"Uniform","energy.test",0.414141414141414,0.69,"SB"
"16004",40,40,"t","cvm.test",0.344050206179524,0.68,"SB"
"16005",40,40,"Log-normal","lillie.test",0.542903441372747,0.7,"SL"
"16006",40,40,"Gamma","pearson.test",0.783358489819263,0.71,"SU"
"16007",40,40,"Uniform","sf.test",0.450480744364833,0.86,"SL"
"16008",40,40,"t","jarque.test",0.997058969070048,0.87,"SL"
"16009",40,40,"Log-normal","shapiro.test",0.654676595857407,0.86,"SL"
"16010",40,40,"Gamma","ad.test",0.76027660912343,0.52,"SU"
"16011",40,40,"Uniform","energy.test",0.878787878787879,0.53,"SU"
"16012",40,40,"t","cvm.test",0.875075972563336,0.52,"SU"
"16013",40,40,"Log-normal","lillie.test",0.900487868564566,0.52,"SU"
"16014",40,40,"Gamma","pearson.test",0.723917602656488,0.37,"SL"
"16015",40,40,"Uniform","sf.test",0.660908706461156,0.53,"SU"
"16016",40,40,"t","jarque.test",0.993758371483085,0.86,"SL"
"16017",40,40,"Log-normal","shapiro.test",0.871756071559791,0.79,"SB"
"16018",40,40,"Gamma","ad.test",0.855852055708494,0.65,"SB"
"16019",40,40,"Uniform","energy.test",0.919191919191919,0.35,"SU"
"16020",40,40,"t","cvm.test",0.874843298575092,0.35,"SU"
"16021",40,40,"Log-normal","lillie.test",0.911563160940131,0.27,"SU"
"16022",40,40,"Gamma","pearson.test",0.965858415874291,0.42,"SB"
"16023",40,40,"Uniform","sf.test",0.892821869603245,0.65,"SB"
"16024",40,40,"t","jarque.test",0.996642150653085,0.81,"SB"
"16025",40,40,"Log-normal","shapiro.test",0.401037305144568,0.92,"SB"
"16026",40,40,"Gamma","ad.test",0.215427149226159,0.91,"SB"
"16027",40,40,"Uniform","energy.test",0.323232323232323,0.89,"SB"
"16028",40,40,"t","cvm.test",0.239281493733269,0.82,"SB"
"16029",40,40,"Log-normal","lillie.test",0.488871070653044,0.78,"SB"
"16030",40,40,"Gamma","pearson.test",0.22731866190824,0.69,"SL"
"16031",40,40,"Uniform","sf.test",0.209822490639381,0.92,"SB"
"16032",40,40,"t","jarque.test",0.634787484763123,0.91,"SB"
"16033",40,40,"Log-normal","shapiro.test",0.972177200028144,0.44,"SL"
"16034",40,40,"Gamma","ad.test",0.94284839561786,0.32,"SL"
"16035",40,40,"Uniform","energy.test",0.98989898989899,0.44,"SL"
"16036",40,40,"t","cvm.test",0.936510479119169,0.56,"SL"
"16037",40,40,"Log-normal","lillie.test",0.967670043614273,0.36,"SL"
"16038",40,40,"Gamma","pearson.test",0.890145117916863,0.73,"SB"
"16039",40,40,"Uniform","sf.test",0.95699172691406,0.38,"SL"
"16040",40,40,"t","jarque.test",0.933583654005142,0.35,"SL"
"16041",40,40,"Log-normal","shapiro.test",0.843435977077565,0.51,"SB"
"16042",40,40,"Gamma","ad.test",0.723735133280376,0.6,"SL"
"16043",40,40,"Uniform","energy.test",0.747474747474747,0.3,"SL"
"16044",40,40,"t","cvm.test",0.731751268041553,0.5,"SL"
"16045",40,40,"Log-normal","lillie.test",0.831516885087292,0.51,"SL"
"16046",40,40,"Gamma","pearson.test",0.932964079442382,0.8,"SL"
"16047",40,40,"Uniform","sf.test",0.85811969734981,0.59,"SL"
"16048",40,40,"t","jarque.test",0.879753106349683,0.81,"SB"
"16049",40,40,"Log-normal","shapiro.test",0.964018156795715,0.75,"SB"
"16050",40,40,"Gamma","ad.test",0.987714990790042,0.63,"SB"
"16051",40,40,"Uniform","energy.test",1,0.51,"SL"
"16052",40,40,"t","cvm.test",0.99544868601834,0.61,"SB"
"16053",40,40,"Log-normal","lillie.test",0.998227181818809,0.63,"SB"
"16054",40,40,"Gamma","pearson.test",0.997838503310237,0.49,"SL"
"16055",40,40,"Uniform","sf.test",0.985484375623043,0.67,"SB"
"16056",40,40,"t","jarque.test",0.985562623799455,0.78,"SB"
"16057",40,40,"Log-normal","shapiro.test",0.463848970221671,0.69,"SU"
"16058",40,40,"Gamma","ad.test",0.538078682816529,0.68,"SU"
"16059",40,40,"Uniform","energy.test",0.626262626262626,0.69,"SU"
"16060",40,40,"t","cvm.test",0.626386527016457,0.68,"SU"
"16061",40,40,"Log-normal","lillie.test",0.872439702048459,0.68,"SU"
"16062",40,40,"Gamma","pearson.test",0.723917602656488,0.4,"SU"
"16063",40,40,"Uniform","sf.test",0.588111747972999,0.68,"SU"
"16064",40,40,"t","jarque.test",0.955109486061156,0.8,"SL"
"16065",40,40,"Log-normal","shapiro.test",0.884896878518099,0.98,"SL"
"16066",40,40,"Gamma","ad.test",0.902287788169385,0.3,"SU"
"16067",40,40,"Uniform","energy.test",0.96969696969697,0.57,"SU"
"16068",40,40,"t","cvm.test",0.969952414110866,0.3,"SU"
"16069",40,40,"Log-normal","lillie.test",0.917667228911881,0.66,"SU"
"16070",40,40,"Gamma","pearson.test",0.932964079442382,0.26,"SU"
"16071",40,40,"Uniform","sf.test",0.872278544886936,0.71,"SU"
"16072",40,40,"t","jarque.test",0.999461404237653,0.4,"SL"
"16073",40,40,"Log-normal","shapiro.test",0.658115643998066,1.14,"SL"
"16074",40,40,"Gamma","ad.test",0.55199966931691,0.48,"SU"
"16075",40,40,"Uniform","energy.test",0.676767676767677,0.49,"SU"
"16076",40,40,"t","cvm.test",0.791283353143372,0.47,"SU"
"16077",40,40,"Log-normal","lillie.test",0.713529289539285,0.39,"SU"
"16078",40,40,"Gamma","pearson.test",0.965858415874291,0.29,"SU"
"16079",40,40,"Uniform","sf.test",0.536064784459257,0.57,"SU"
"16080",40,40,"t","jarque.test",0.864273064601138,1.14,"SL"
"16081",40,40,"Log-normal","shapiro.test",0.960117831495142,0.76,"SB"
"16082",40,40,"Gamma","ad.test",0.858366117811489,0.76,"SL"
"16083",40,40,"Uniform","energy.test",0.898989898989899,0.7,"SL"
"16084",40,40,"t","cvm.test",0.837894138087611,0.63,"SL"
"16085",40,40,"Log-normal","lillie.test",0.927067463487224,0.67,"SL"
"16086",40,40,"Gamma","pearson.test",0.890145117916863,0.37,"SL"
"16087",40,40,"Uniform","sf.test",0.938574856856868,0.66,"SL"
"16088",40,40,"t","jarque.test",0.899225402745853,0.77,"SB"
"16089",40,40,"Log-normal","shapiro.test",0.854013059632569,0.69,"SB"
"16090",40,40,"Gamma","ad.test",0.934419553006978,0.67,"SB"
"16091",40,40,"Uniform","energy.test",0.96969696969697,0.61,"SB"
"16092",40,40,"t","cvm.test",0.951640425854216,0.66,"SB"
"16093",40,40,"Log-normal","lillie.test",0.979855707424879,0.65,"SB"
"16094",40,40,"Gamma","pearson.test",0.932964079442382,0.37,"SL"
"16095",40,40,"Uniform","sf.test",0.929762205087878,0.69,"SB"
"16096",40,40,"t","jarque.test",0.880678487136994,0.86,"SB"
"16097",40,40,"Log-normal","shapiro.test",0.910912587124748,0.78,"SL"
"16098",40,40,"Gamma","ad.test",0.929524803674642,0.57,"SU"
"16099",40,40,"Uniform","energy.test",0.95959595959596,0.73,"SU"
"16100",40,40,"t","cvm.test",0.965419038074418,0.57,"SU"
"16101",40,40,"Log-normal","lillie.test",0.954046577921035,0.58,"SU"
"16102",40,40,"Gamma","pearson.test",0.932964079442382,1.04,"SB"
"16103",40,40,"Uniform","sf.test",0.912564603400017,0.59,"SU"
"16104",40,40,"t","jarque.test",0.996380917708292,0.78,"SL"
"16105",40,40,"Log-normal","shapiro.test",0.288125626922722,0.48,"SL"
"16106",40,40,"Gamma","ad.test",0.238349119435564,0.31,"SL"
"16107",40,40,"Uniform","energy.test",0.323232323232323,0.31,"SL"
"16108",40,40,"t","cvm.test",0.301521125358289,0.31,"SL"
"16109",40,40,"Log-normal","lillie.test",0.41805751696277,0.31,"SL"
"16110",40,40,"Gamma","pearson.test",0.663145672106677,0.48,"SL"
"16111",40,40,"Uniform","sf.test",0.249093298404068,0.48,"SL"
"16112",40,40,"t","jarque.test",0.960925759929405,0.48,"SL"
"16113",40,40,"Log-normal","shapiro.test",0.62828133508362,0.56,"SL"
"16114",40,40,"Gamma","ad.test",0.795231444902814,0.55,"SL"
"16115",40,40,"Uniform","energy.test",0.888888888888889,0.49,"SL"
"16116",40,40,"t","cvm.test",0.889203887579288,0.53,"SL"
"16117",40,40,"Log-normal","lillie.test",0.920787691137791,0.55,"SL"
"16118",40,40,"Gamma","pearson.test",0.783358489819263,0.5,"SL"
"16119",40,40,"Uniform","sf.test",0.657046751702864,0.47,"SL"
"16120",40,40,"t","jarque.test",0.917168507380869,0.48,"SL"
"16121",40,40,"Log-normal","shapiro.test",0.988309556514945,0.6,"SU"
"16122",40,40,"Gamma","ad.test",0.894441516896036,0.44,"SU"
"16123",40,40,"Uniform","energy.test",0.929292929292929,0.68,"SL"
"16124",40,40,"t","cvm.test",0.830018751961013,0.69,"SL"
"16125",40,40,"Log-normal","lillie.test",0.699203223222727,0.71,"SL"
"16126",40,40,"Gamma","pearson.test",0.965858415874291,0.94,"SL"
"16127",40,40,"Uniform","sf.test",0.908102926920936,0.44,"SU"
"16128",40,40,"t","jarque.test",0.993291193771008,0.6,"SU"
"16129",40,40,"Log-normal","shapiro.test",0.806146628046893,0.77,"SB"
"16130",40,40,"Gamma","ad.test",0.458121783662773,0.74,"SB"
"16131",40,40,"Uniform","energy.test",0.505050505050505,0.78,"SB"
"16132",40,40,"t","cvm.test",0.351062626474982,0.7,"SB"
"16133",40,40,"Log-normal","lillie.test",0.470203633413971,0.69,"SB"
"16134",40,40,"Gamma","pearson.test",0.33973988819612,0.75,"SL"
"16135",40,40,"Uniform","sf.test",0.677626506555545,0.82,"SB"
"16136",40,40,"t","jarque.test",0.994051685356313,0.74,"SB"
"16137",40,40,"Log-normal","shapiro.test",0.946941579955641,0.56,"SB"
"16138",40,40,"Gamma","ad.test",0.966009323020478,0.56,"SB"
"16139",40,40,"Uniform","energy.test",0.98989898989899,0.55,"SB"
"16140",40,40,"t","cvm.test",0.985243136537902,0.56,"SB"
"16141",40,40,"Log-normal","lillie.test",0.994203167027554,0.55,"SB"
"16142",40,40,"Gamma","pearson.test",0.965858415874291,0.31,"SU"
"16143",40,40,"Uniform","sf.test",0.946279972726418,0.55,"SL"
"16144",40,40,"t","jarque.test",0.913902619499977,0.57,"SB"
"16145",40,40,"Log-normal","shapiro.test",0.772774436991507,0.92,"SU"
"16146",40,40,"Gamma","ad.test",0.380614285261681,0.72,"SU"
"16147",40,40,"Uniform","energy.test",0.383838383838384,0.73,"SU"
"16148",40,40,"t","cvm.test",0.23392324351064,0.5,"SU"
"16149",40,40,"Log-normal","lillie.test",0.293475700884321,0.43,"SU"
"16150",40,40,"Gamma","pearson.test",0.385145729800064,0.32,"SU"
"16151",40,40,"Uniform","sf.test",0.625389184945847,0.72,"SU"
"16152",40,40,"t","jarque.test",0.993331277885047,0.87,"SU"
"16153",40,40,"Log-normal","shapiro.test",0.854700101230911,0.6,"SU"
"16154",40,40,"Gamma","ad.test",0.883728244400546,0.58,"SU"
"16155",40,40,"Uniform","energy.test",0.919191919191919,0.59,"SU"
"16156",40,40,"t","cvm.test",0.877796369730077,0.59,"SU"
"16157",40,40,"Log-normal","lillie.test",0.937187270419438,0.62,"SU"
"16158",40,40,"Gamma","pearson.test",0.783358489819263,0.51,"SU"
"16159",40,40,"Uniform","sf.test",0.904737568397264,0.51,"SU"
"16160",40,40,"t","jarque.test",0.99812095350522,0.71,"SU"
"16161",40,40,"Log-normal","shapiro.test",0.992801695610666,0.54,"SU"
"16162",40,40,"Gamma","ad.test",0.925651261076094,0.55,"SU"
"16163",40,40,"Uniform","energy.test",0.95959595959596,0.53,"SU"
"16164",40,40,"t","cvm.test",0.858103749458631,0.96,"SL"
"16165",40,40,"Log-normal","lillie.test",0.869953107891145,0.39,"SU"
"16166",40,40,"Gamma","pearson.test",0.839506470445447,1,"SL"
"16167",40,40,"Uniform","sf.test",0.959343652531188,0.55,"SU"
"16168",40,40,"t","jarque.test",0.998941897942042,0.54,"SU"
"16169",40,40,"Log-normal","shapiro.test",0.691489862649144,0.72,"SB"
"16170",40,40,"Gamma","ad.test",0.374391788921673,0.7,"SB"
"16171",40,40,"Uniform","energy.test",0.424242424242424,0.66,"SB"
"16172",40,40,"t","cvm.test",0.31243981782744,0.64,"SB"
"16173",40,40,"Log-normal","lillie.test",0.236558300736323,0.73,"SB"
"16174",40,40,"Gamma","pearson.test",0.54381311588333,0.73,"SB"
"16175",40,40,"Uniform","sf.test",0.542159793502293,0.73,"SB"
"16176",40,40,"t","jarque.test",0.985546320713833,0.67,"SB"
"16177",40,40,"Log-normal","shapiro.test",0.781726364986743,0.68,"SB"
"16178",40,40,"Gamma","ad.test",0.906352621675953,0.46,"SU"
"16179",40,40,"Uniform","energy.test",0.929292929292929,0.43,"SU"
"16180",40,40,"t","cvm.test",0.943489944035572,0.45,"SU"
"16181",40,40,"Log-normal","lillie.test",0.987753547305211,0.3,"SU"
"16182",40,40,"Gamma","pearson.test",0.890145117916863,0.31,"SU"
"16183",40,40,"Uniform","sf.test",0.891694623423645,0.48,"SU"
"16184",40,40,"t","jarque.test",0.909350575603118,0.69,"SB"
"16185",40,40,"Log-normal","shapiro.test",0.964351445866649,0.56,"SL"
"16186",40,40,"Gamma","ad.test",0.944124594361824,0.85,"SL"
"16187",40,40,"Uniform","energy.test",0.97979797979798,0.47,"SL"
"16188",40,40,"t","cvm.test",0.918872116050374,0.86,"SL"
"16189",40,40,"Log-normal","lillie.test",0.950913952814768,0.56,"SU"
"16190",40,40,"Gamma","pearson.test",0.839506470445447,0.46,"SB"
"16191",40,40,"Uniform","sf.test",0.963602710859458,0.56,"SU"
"16192",40,40,"t","jarque.test",0.999818081656426,0.45,"SB"
"16193",40,40,"Log-normal","shapiro.test",0.500790246689079,0.57,"SB"
"16194",40,40,"Gamma","ad.test",0.763780358290046,0.71,"SL"
"16195",40,40,"Uniform","energy.test",0.868686868686869,0.67,"SL"
"16196",40,40,"t","cvm.test",0.924668927227785,0.75,"SL"
"16197",40,40,"Log-normal","lillie.test",0.941180315346161,0.55,"SB"
"16198",40,40,"Gamma","pearson.test",0.965858415874291,0.48,"SL"
"16199",40,40,"Uniform","sf.test",0.613612503460507,0.59,"SL"
"16200",40,40,"t","jarque.test",0.855306040381804,0.65,"SB"
"16201",40,40,"Log-normal","shapiro.test",0.461597201360921,1.11,"SB"
"16202",40,40,"Gamma","ad.test",0.617815518899543,1.11,"SB"
"16203",40,40,"Uniform","energy.test",0.767676767676768,1.13,"SB"
"16204",40,40,"t","cvm.test",0.854035191971069,1.1,"SB"
"16205",40,40,"Log-normal","lillie.test",0.935564947324375,1,"SB"
"16206",40,40,"Gamma","pearson.test",0.890145117916863,0.97,"SB"
"16207",40,40,"Uniform","sf.test",0.149914180001683,1.11,"SB"
"16208",40,40,"t","jarque.test",0.266672723465006,1.11,"SB"
"16209",40,40,"Log-normal","shapiro.test",0.990449895435311,0.92,"SU"
"16210",40,40,"Gamma","ad.test",0.977365701613081,0.65,"SU"
"16211",40,40,"Uniform","energy.test",1,0.63,"SU"
"16212",40,40,"t","cvm.test",0.988692306009226,0.66,"SU"
"16213",40,40,"Log-normal","lillie.test",0.995265638110803,0.32,"SU"
"16214",40,40,"Gamma","pearson.test",0.890145117916863,1,"SB"
"16215",40,40,"Uniform","sf.test",0.965366642253614,0.66,"SU"
"16216",40,40,"t","jarque.test",0.986580440689727,0.92,"SU"
"16217",40,40,"Log-normal","shapiro.test",0.773238710863641,0.85,"SL"
"16218",40,40,"Gamma","ad.test",0.89812512158815,0.26,"SU"
"16219",40,40,"Uniform","energy.test",0.94949494949495,0.45,"SU"
"16220",40,40,"t","cvm.test",0.952187681253431,0.26,"SU"
"16221",40,40,"Log-normal","lillie.test",0.98031654757385,0.39,"SU"
"16222",40,40,"Gamma","pearson.test",0.890145117916863,0.66,"SU"
"16223",40,40,"Uniform","sf.test",0.83554616486402,0.82,"SU"
"16224",40,40,"t","jarque.test",0.986114464947464,0.87,"SB"
"16225",40,40,"Log-normal","shapiro.test",0.111060671674448,0.38,"SU"
"16226",40,40,"Gamma","ad.test",0.260400750402959,0.41,"SU"
"16227",40,40,"Uniform","energy.test",0.353535353535353,0.44,"SU"
"16228",40,40,"t","cvm.test",0.355995984462677,0.41,"SU"
"16229",40,40,"Log-normal","lillie.test",0.561946542766316,0.53,"SU"
"16230",40,40,"Gamma","pearson.test",0.197354690832463,0.42,"SU"
"16231",40,40,"Uniform","sf.test",0.110383954750566,0.36,"SU"
"16232",40,40,"t","jarque.test",0.916107167445592,0.67,"SU"
"16233",40,40,"Log-normal","shapiro.test",0.991490506131657,0.59,"SL"
"16234",40,40,"Gamma","ad.test",0.967507792516989,0.75,"SL"
"16235",40,40,"Uniform","energy.test",1,0.56,"SL"
"16236",40,40,"t","cvm.test",0.917640628818574,0.53,"SL"
"16237",40,40,"Log-normal","lillie.test",0.859481747253,0.85,"SL"
"16238",40,40,"Gamma","pearson.test",0.890145117916863,0.47,"SL"
"16239",40,40,"Uniform","sf.test",0.985695988863392,0.73,"SL"
"16240",40,40,"t","jarque.test",0.99975191361426,0.53,"SB"
"16241",40,40,"Log-normal","shapiro.test",0.866911674803372,0.93,"SL"
"16242",40,40,"Gamma","ad.test",0.894052544170239,0.66,"SU"
"16243",40,40,"Uniform","energy.test",0.939393939393939,0.58,"SU"
"16244",40,40,"t","cvm.test",0.913979218709531,0.54,"SU"
"16245",40,40,"Log-normal","lillie.test",0.898838790461039,0.54,"SU"
"16246",40,40,"Gamma","pearson.test",0.965858415874291,1.02,"SL"
"16247",40,40,"Uniform","sf.test",0.850679833054317,0.68,"SU"
"16248",40,40,"t","jarque.test",0.998063438653948,0.92,"SL"
"16249",40,40,"Log-normal","shapiro.test",0.396098462780135,0.74,"SB"
"16250",40,40,"Gamma","ad.test",0.327826360965229,0.58,"SL"
"16251",40,40,"Uniform","energy.test",0.454545454545455,0.62,"SL"
"16252",40,40,"t","cvm.test",0.508217581613712,0.61,"SL"
"16253",40,40,"Log-normal","lillie.test",0.627579117147374,0.92,"SL"
"16254",40,40,"Gamma","pearson.test",0.723917602656488,0.41,"SU"
"16255",40,40,"Uniform","sf.test",0.463781590142957,0.56,"SL"
"16256",40,40,"t","jarque.test",0.648698893449698,0.57,"SL"
"16257",40,40,"Log-normal","shapiro.test",0.605090843411495,0.66,"SL"
"16258",40,40,"Gamma","ad.test",0.717719325887381,0.65,"SL"
"16259",40,40,"Uniform","energy.test",0.777777777777778,0.57,"SL"
"16260",40,40,"t","cvm.test",0.781081832616837,0.65,"SL"
"16261",40,40,"Log-normal","lillie.test",0.84144476523568,0.66,"SL"
"16262",40,40,"Gamma","pearson.test",0.783358489819263,0.39,"SU"
"16263",40,40,"Uniform","sf.test",0.654260875245943,0.67,"SL"
"16264",40,40,"t","jarque.test",0.997262458523922,0.73,"SB"
"16265",40,40,"Log-normal","shapiro.test",0.951259439976286,0.73,"SL"
"16266",40,40,"Gamma","ad.test",0.756673531553318,0.73,"SU"
"16267",40,40,"Uniform","energy.test",0.757575757575758,0.71,"SL"
"16268",40,40,"t","cvm.test",0.59050480017372,0.73,"SU"
"16269",40,40,"Log-normal","lillie.test",0.514090189739898,0.51,"SU"
"16270",40,40,"Gamma","pearson.test",0.890145117916863,0.69,"SL"
"16271",40,40,"Uniform","sf.test",0.892896000067423,0.73,"SU"
"16272",40,40,"t","jarque.test",0.991742759924599,0.76,"SB"
"16273",40,40,"Log-normal","shapiro.test",0.886729381323519,0.47,"SB"
"16274",40,40,"Gamma","ad.test",0.914012148758109,0.47,"SB"
"16275",40,40,"Uniform","energy.test",0.94949494949495,0.49,"SB"
"16276",40,40,"t","cvm.test",0.928727610382386,0.48,"SB"
"16277",40,40,"Log-normal","lillie.test",0.935428701325163,0.46,"SB"
"16278",40,40,"Gamma","pearson.test",0.932964079442382,0.46,"SB"
"16279",40,40,"Uniform","sf.test",0.893031337751709,0.46,"SB"
"16280",40,40,"t","jarque.test",0.729214371958282,0.47,"SB"
"16281",40,40,"Log-normal","shapiro.test",0.97815523234632,0.77,"SB"
"16282",40,40,"Gamma","ad.test",0.993487543706119,0.65,"SB"
"16283",40,40,"Uniform","energy.test",1,0.52,"SU"
"16284",40,40,"t","cvm.test",0.996732334724476,0.61,"SL"
"16285",40,40,"Log-normal","lillie.test",0.998956558104796,0.6,"SL"
"16286",40,40,"Gamma","pearson.test",0.997838503310237,0.57,"SL"
"16287",40,40,"Uniform","sf.test",0.992606819480017,0.67,"SB"
"16288",40,40,"t","jarque.test",0.988939272653092,0.8,"SB"
"16289",40,40,"Log-normal","shapiro.test",0.925556510445759,0.49,"SU"
"16290",40,40,"Gamma","ad.test",0.93934809241331,0.3,"SU"
"16291",40,40,"Uniform","energy.test",0.95959595959596,0.3,"SU"
"16292",40,40,"t","cvm.test",0.906844876313237,0.3,"SU"
"16293",40,40,"Log-normal","lillie.test",0.865678922224976,0.72,"SU"
"16294",40,40,"Gamma","pearson.test",0.602678999735753,0.51,"SU"
"16295",40,40,"Uniform","sf.test",0.940259849956279,0.6,"SU"
"16296",40,40,"t","jarque.test",0.935488940222229,0.8,"SU"
"16297",40,40,"Log-normal","shapiro.test",0.999615530721852,0.84,"SB"
"16298",40,40,"Gamma","ad.test",0.995574372142105,0.71,"SB"
"16299",40,40,"Uniform","energy.test",1,0.61,"SB"
"16300",40,40,"t","cvm.test",0.994995104468452,0.7,"SB"
"16301",40,40,"Log-normal","lillie.test",0.993678603704935,0.7,"SB"
"16302",40,40,"Gamma","pearson.test",0.932964079442382,0.84,"SB"
"16303",40,40,"Uniform","sf.test",0.997686799237475,0.74,"SB"
"16304",40,40,"t","jarque.test",0.990537898133543,0.65,"SB"
"16305",40,40,"Log-normal","shapiro.test",0.874899398211998,0.72,"SB"
"16306",40,40,"Gamma","ad.test",0.719195029594128,0.45,"SB"
"16307",40,40,"Uniform","energy.test",0.757575757575758,0.44,"SB"
"16308",40,40,"t","cvm.test",0.656706990982501,0.47,"SB"
"16309",40,40,"Log-normal","lillie.test",0.735481538308087,0.47,"SB"
"16310",40,40,"Gamma","pearson.test",0.54381311588333,0.65,"SB"
"16311",40,40,"Uniform","sf.test",0.830986013797976,0.43,"SB"
"16312",40,40,"t","jarque.test",0.999087416407241,0.69,"SB"
"16313",40,40,"Log-normal","shapiro.test",0.945799358769907,0.32,"SB"
"16314",40,40,"Gamma","ad.test",0.89526930664554,0.32,"SB"
"16315",40,40,"Uniform","energy.test",0.95959595959596,0.82,"SB"
"16316",40,40,"t","cvm.test",0.981967887061145,0.82,"SB"
"16317",40,40,"Log-normal","lillie.test",0.98514578897585,0.32,"SB"
"16318",40,40,"Gamma","pearson.test",0.932964079442382,0.32,"SB"
"16319",40,40,"Uniform","sf.test",0.770803843764508,0.32,"SB"
"16320",40,40,"t","jarque.test",0.691475604134342,0.32,"SB"
"16321",40,40,"Log-normal","shapiro.test",0.61662537268104,0.35,"SL"
"16322",40,40,"Gamma","ad.test",0.528169608782754,0.34,"SL"
"16323",40,40,"Uniform","energy.test",0.616161616161616,0.35,"SB"
"16324",40,40,"t","cvm.test",0.750613877769034,0.35,"SB"
"16325",40,40,"Log-normal","lillie.test",0.599678197040716,0.35,"SB"
"16326",40,40,"Gamma","pearson.test",0.487520365903655,0.33,"SU"
"16327",40,40,"Uniform","sf.test",0.64560536117862,0.35,"SL"
"16328",40,40,"t","jarque.test",0.745698114296569,0.34,"SL"
"16329",40,40,"Log-normal","shapiro.test",0.892262451353589,0.84,"SB"
"16330",40,40,"Gamma","ad.test",0.8131065423308,0.63,"SL"
"16331",40,40,"Uniform","energy.test",0.808080808080808,0.57,"SU"
"16332",40,40,"t","cvm.test",0.805135018059206,0.62,"SL"
"16333",40,40,"Log-normal","lillie.test",0.917287335749752,0.32,"SU"
"16334",40,40,"Gamma","pearson.test",0.663145672106677,0.83,"SB"
"16335",40,40,"Uniform","sf.test",0.87434335359909,0.64,"SL"
"16336",40,40,"t","jarque.test",0.835616487107569,0.83,"SB"
"16337",40,40,"Log-normal","shapiro.test",0.971605492852483,0.75,"SU"
"16338",40,40,"Gamma","ad.test",0.973263190987657,0.49,"SU"
"16339",40,40,"Uniform","energy.test",1,0.5,"SU"
"16340",40,40,"t","cvm.test",0.97457459359244,0.5,"SU"
"16341",40,40,"Log-normal","lillie.test",0.976346400618913,0.76,"SU"
"16342",40,40,"Gamma","pearson.test",0.932964079442382,0.99,"SL"
"16343",40,40,"Uniform","sf.test",0.97864159432376,0.48,"SU"
"16344",40,40,"t","jarque.test",0.987355387549488,0.79,"SU"
"16345",40,40,"Log-normal","shapiro.test",0.920342350910241,0.99,"SL"
"16346",40,40,"Gamma","ad.test",0.864836396126654,1.02,"SL"
"16347",40,40,"Uniform","energy.test",0.888888888888889,0.4,"SU"
"16348",40,40,"t","cvm.test",0.819272787035365,0.61,"SU"
"16349",40,40,"Log-normal","lillie.test",0.865587544371577,0.41,"SU"
"16350",40,40,"Gamma","pearson.test",0.890145117916863,0.38,"SB"
"16351",40,40,"Uniform","sf.test",0.750469478047196,0.68,"SU"
"16352",40,40,"t","jarque.test",0.989399258842854,0.69,"SU"
"16353",40,40,"Log-normal","shapiro.test",0.587478750520477,0.26,"SL"
"16354",40,40,"Gamma","ad.test",0.575160363230878,0.86,"SL"
"16355",40,40,"Uniform","energy.test",0.656565656565657,0.54,"SU"
"16356",40,40,"t","cvm.test",0.840310429469761,0.54,"SU"
